"ID","Country","Latitude","Longitude","Page","Battle","Year","Participants","War","Winner","Loser","Participant 1","Participant 2","Lehmann Zhukov Scale","Theatre","Polygon","Massacre","Alternative Sources Consulted","Infered Scale","Minor"
"Trincomalee1795","SRI LANKA",8.5873638,81.2152121,"1036","TRINCOMALEE","1795","['French', 'Netherlands', 'British', '1741-', 'Dutch', 'Ceylon']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","UNITED KINGDOM","NETHERLANDS",NA,NA,NA,"LAND AND SEA",NA,"NO",NA,NA,NA
"Trincomalee1942","SRI LANKA",8.5873638,81.2152121,"1036","TRINCOMALEE","1942","['Sri Lanka', 'British', 'Japanese', 'British']","WORLD WAR II","JAPAN","UNITED KINGDOM",NA,NA,2,"SEA AND AIR",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P517","1",NA
"Trinidad, Mexico1915","MEXICO",20.8861526,-101.5437576,"1036","TRINIDAD, MEXICO","1915","['Trinidad', 'Mexico', 'Mexican', 'Celaya', 'Mexico', 'Trinidad', 'Aguascalientes']","MEXICAN REVOLUTION","CONSTITUTIONALISTS","CONVENTIONISTS",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P375",NA,NA
"Trinidad, West Indies1797","TRINIDAD AND TOBAGO",10.691803,-61.222503,"1036","TRINIDAD, WEST INDIES","1797","['Trinidad', 'West Indies', 'French', 'West Indian', 'Trinidad', 'British', 'Spanish', 'Spanish', 'British']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","UNITED KINGDOM","SPAIN",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P502","1",NA
"Trinomalee1767","SRI LANKA",8.5873638,81.2152121,"1036","TRINOMALEE","1767","['Mysore', 'Chengam', 'Hyderabad']","1ST BRITISH-MYSORE WAR","UNITED KINGDOM","MYSORE, HYDERABAD",NA,NA,3,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P256",NA,NA
"Triple Offensive1915","LITHUANIA",54.8186702,23.9176645,"1037","TRIPLE OFFENSIVE","1915","['German', 'Kovno', 'Vilna', 'Dvinsk', 'Brest-Litovsk', 'Russians']","WORLD WAR I","GERMANY","RUSSIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tripole1093","UKRAINE",50.1144023,30.7311985,"1037","TRIPOLE","1093","['Russian', 'Steppe', 'Kiev', 'Kiev', 'Russians']","RUSSIAN DYNASTIC WARS","KUMAN KHANATE","KIEV",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tripoli, Lebanon1102","LEBANON",34.4345947,35.8361633,"1037","TRIPOLI, LEBANON","1102","['Tripoli', 'Lebanon', 'Muslim', 'Tripoli', 'Damascus', 'Muslim']","CRUSADER-MUSLIM WARS","TOULOUSE, CRUSADERS","EMIRATE OF TRIPOLI",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tripoli, Lebanon1109","LEBANON",34.4345947,35.8361633,"1037","TRIPOLI, LEBANON","1109","['Tripoli', 'Lebanon', 'Muslim', 'Jerusalem', 'Tripoli', 'Egyptian']","CRUSADER-MUSLIM WARS","KINGDOM OF JERUSALEM, PRINCIPALITY OF ANTIOCH, TOULOUSE","FATIMID CALIPHATE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tripoli, Lebanon1289","LEBANON",34.4345947,35.8361633,"1037","TRIPOLI, LEBANON","1289","['Tripoli', 'Lebanon', 'Crusader-Muslim', 'Egyptian', 'Tripoli', 'Muslims', 'Tripoli']","LATER CRUSADER-MUSLIM WARS","MAMLUKS, SYRIA","COUNTY OF TRIPOLI, CRUSADERS",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Tripoli, Libya (1st)1804","LIBYA",32.8872094,13.1913383,"1038","TRIPOLI, LIBYA (1ST)","1804","['Tripoli', 'Libya', 'Tripoli', 'North African', 'American', 'Arabs', 'Tripolitan', 'American', 'Philadelphia']","TRIPOLITAN WAR","UNITED STATES","TRIPOLI",NA,NA,3,"LAND AND SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P197",NA,NA
"Tripoli, Libya (2nd)1804","LIBYA",26.3351,17.228331,"1038","TRIPOLI, LIBYA (2ND)","1804","['Tripoli', 'Libya', 'Tripoli', 'Americans']","TRIPOLITAN WAR","TRIPOLI","UNITED STATES",NA,NA,NA,"LAND AND SEA",NA,"NO",NA,NA,NA
"Tripoli, Libya1510","LIBYA",32.8872094,13.1913383,"1037","TRIPOLI, LIBYA","1510","['Tripoli', 'Libya', 'Spanish', 'North Africa', 'North Africa', 'Spanish', 'Sicily', 'Tripoli', 'Tarabulus', 'Libya', 'Navarro', 'Spain', 'Tripoli']","SPANISH COLONIAL WARS IN NORTH AFRICA","SPAIN","HAFSID DYNASTY",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Tripoli, Libya1551","LIBYA",32.8872094,13.1913383,"1037","TRIPOLI, LIBYA","1551","['Tripoli', 'Libya', 'Turkish', 'North Africa', 'Tripoli', 'Malta', 'Tripoli', 'Tripoli']","TURKISH IMPERIAL WAR","TURKEY, CORSAIRS","KNIGHTS OF ST JOHN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tripoli, Libya1728","LIBYA",32.8872094,13.1913383,"1037","TRIPOLI, LIBYA","1728","['Tripoli', 'Libya']","FRANCO-BARBARY WARS","FRANCE","BARBARY PIRATES",NA,NA,NA,"LAND AND SEA",NA,"NO",NA,NA,NA
"Tripoli, Libya1803","LIBYA",32.8872094,13.1913383,"1038","TRIPOLI, LIBYA","1803","['Tripoli', 'Libya', 'North African', 'Philadelphia', 'Tripoli']","TRIPOLITAN WAR","ALGIERS","UNITED STATES",NA,NA,1,"LAND AND SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P197",NA,1
"Tripoli, Libya1911","LIBYA",32.8872094,13.1913383,"1038","TRIPOLI, LIBYA","1911","['Libya', 'Italo', 'Italys', 'Libya', 'Tripoli']","ITALO-TURKISH WAR","ITALY","OTTOMAN EMPIRE",NA,NA,3,"LAND AND SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P353","1",NA
"Tripolitza1821","GREECE",37.5101357,22.372644,"1038","TRIPOLITZA","1821","['Navarino', 'Tripolitza', 'Peloponnesia', 'Turkish', 'Albanian', 'Turks']","GREEK WAR OF INDEPENDENCE","GREEK REBELS","OTTOMAN EMPIRE",NA,NA,2,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P586",NA,NA
"Trippstadt1794","GERMANY",49.3589666,7.7742652,"1038","TRIPPSTADT","1794","['French', 'French', 'Platzberg', 'Prussian', 'Trippstadt', 'Prussians', 'French', 'French']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","FRANCE","PRUSSIA",NA,NA,4,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P493. UNDER THE HEADING OF THE 'VOSGES'",NA,NA
"Tristan de Cunha1815","UNITED KINGDOM",-37.25,-12.416667,"1038","TRISTAN DE CUNHA","1815","['British', 'American']","WAR OF 1812","UNITED STATES","UNITED KINGDOM",NA,NA,1,"SEA",NA,"NO",NA,"1",NA
"Trnovo1218","SLOVENIA",46.0310264,14.4933943,"1038","TRNOVO","1218","['Bulgarian', 'Bulgaria']","BULGARIAN IMPERIAL WARS","IVAN ASEN","TSAR BORIL II",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trocadera1823","SPAIN",36.50436,-4.844344,"1039","TROCADERA","1823","['French', 'Spanish', 'Madrid', 'Cadiz', 'French', 'Ferdinand']","FRANCO-SPANISH WAR","FRANCE","SPANISH REBELS",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P173",NA,NA
"Troia1462","ITALY",41.3597802,15.3081141,"1039","TROIA","1462","['Italy', 'Naples', 'Aragon', 'Ferdinand', 'Renes', 'Provence', 'French', 'Naples']","ARAGON'S CONQUEST OF NAPLES","ARAGON","NEAPOLITAN BARONS, JEAN OF ANJOU",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Troina1943","ITALY",37.7847915,14.6000721,"1039","TROINA","1943","['Sicily', 'Troina', 'Troina', 'Cerami', 'Messina']","WORLD WAR II","UNITED STATES","GERMANY",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P467",NA,NA
"Trois Rivieres1776","CANADA",46.4204263,-72.7291508,"1039","TROIS RIVIERES","1776","['Quebec', 'American', 'Montreal']","WAR OF THE AMERICAN REVOLUTION","UNITED KINGDOM","UNITED STATES",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P452; HTTPS://WWW.PC.GC.CA/APPS/DFHD/PAGE_NHS_ENG.ASPX?ID=726",NA,NA
"Trompettersdrift1793","SOUTH AFRICA",-33.233255,26.9591376,"1039","TROMPETTERSDRIFT","1793","['Zuurveld', 'Cape Province', 'Dutch']","2ND CAPE FRONTIER WAR","DRAW",NA,"XHOSA","NETHERLANDS",1,"LAND",NA,"NO",NA,"1",1
"Trouillas1793","FRANCE",42.609815,2.808703,"1039","TROUILLAS","1793","['French', 'France', 'Spanish', 'Catalonia', 'French', 'Spanish', 'Trouillas', 'French']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","SPAIN","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Troy-1184","TURKEY",39.956434,26.24845,"1039","TROY","-1184","['Greece', 'Greek']","TROJAN WAR","GREEK STATES","TROY",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Troyes1814","FRANCE",48.2973451,4.0744009,"1040","TROYES","1814","['French', 'Paris']","NAPOLEONIC WARS","FRANCE","HABSBURG EMPIRE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Truckee1860","UNITED STATES",40.0229005,-119.6965927,"1040","TRUCKEE","1860","['Pyramid Lake                      ', 'Nevada', 'Indian', 'Truckee', 'Indians']","PYRAMID LAKE","PAIUTE INDIANS","UNITED STATES",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P267","1",1
"Truillas1793","FRANCE",42.6054803,2.788474,"SHOWALTER, P499","TRUILLAS","1793",NA,"FRENCH REVOLUTIONARY WARS (2ND COALITION)","SPAIN","FRANCE",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P499",NA,NA
"Trujillo1860","HONDURAS",15.9116789,-85.9534465,"1040","TRUJILLO","1860","['American', 'Nicaragua', 'Central American', 'Honduras']","NATIONAL FILIBUSTER WAR","HONDURAS","FILIBUSTERS",NA,NA,1,"LAND",NA,"NO",NA,"1",1
"Truk1944","MICRONESIA, FED. STS.",7.4468797,151.7473389,"1040","TRUK","1944","['Eniwetok', 'American', 'Japanese', 'Japans', 'Japanese']","WORLD WAR II","UNITED STATES","JAPAN",NA,NA,2,"SEA AND AIR",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P509","1",NA
"Ts'ang-chou1853","CHINA",38.3283773,116.1137738,"CLODFELTER, P228","TS'ANG-CHOU","1853",NA,"TAIPING REBELLION","TAIPING","CHINA",NA,NA,4,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE","CLODFELTER, WARFARE AND ARMED CONFLICT, P228",NA,NA
"Tsarasoatra1895","MADAGASCAR",-18.8668157,47.5189502,"1040","TSARASOATRA","1895","['French', 'Madagascar', 'French', 'French']","FRENCH CONQUEST OF MADAGASCAR","FRANCE","MADAGASCAR",NA,NA,2,"LAND AND SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P209","1",NA
"Tsaritsyn1774","RUSSIA",48.708048,44.5133035,"1040","TSARITSYN","1774","['Tatishchevo', 'Kazan', 'Volga', 'Tsaritsyn', 'Volgograd']","PUGACHEV REBELLION","RUSSIA","REBEL COSSACKS",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P94",NA,NA
"Tsaritsyn1919","RUSSIA",48.708048,44.5133035,"1040","TSARITSYN","1919","['Russian', 'Stalingrad', 'Volgograd', 'Wrangels']","RUSSIAN CIVIL WAR","RUSSIAN WHITES","BOLSHEVIKS",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P343",NA,NA
"Tseng Jong1962","INDIA",27.790012,91.72177,"1041","TSENG JONG","1962","['Sino-Indian', 'India', 'Indian', 'Chinese', 'Chinese']","SINO-INDIAN WAR","CHINA","INDIA",NA,NA,1,"LAND",NA,"NO","FOR LOCATION HTTPS://CHANDRASHEKHARA.FILES.WORDPRESS.COM/2010/10/THAG-LA-RIDGE-2.JPG","1",1
"Tshaneni1884","SWAZILAND",-27.6180359,32.0759674,"1041","TSHANENI","1884","['Ondini', 'Zibebhu', 'Mandlakazi', 'Zibebhu', 'British', 'Ivuna']","ZULU CIVIL WAR","USUTHU ZULUS, BOERS","MANDLAKAZI ZULUS",NA,NA,2,"LAND",NA,"NO","HTTPS://WWW.BATTLEFIELDSREGIONGUIDES.CO.ZA/PLACECATEGORY/THE-ZULU-CIVIL-WAR-1883-1888/",NA,NA
"Tsitsihar1931","CHINA",47.34088,123.960448,"SHOWALTER, P796","TSITSIHAR","1931",NA,"MANCHURIA INCIDENT","JAPAN","CHINA",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P796",NA,NA
"Tsorona1999","ERITREA",14.6242919,39.1985723,"1041","TSORONA","1999","['Ethiopian', 'Eritrean', 'Zelambessa']","ETHIOPIAN-ERITREAN WAR","ERITREA","ETHIOPIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tsushima1905","JAPAN",34.3333333,129.3333333,"1041","TSUSHIMA","1905","['Japan', 'Korea', 'Japanese', 'Russian']","RUSSO-JAPANESE WAR","JAPAN","RUSSIA",NA,NA,2,"SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P359","1",NA
"Tubberneering1798","IRELAND",52.62505,-6.34994,"1041","TUBBERNEERING","1798","['Irish', 'Gorey', 'Loyalist', 'Camden']","IRISH REBELLION","IRISH REBELS","UNITED KINGDOM",NA,NA,1,"LAND",NA,"NO",NA,"1",NA
"Tucannon1848","UNITED STATES",46.470943,-117.9468511,"1041","TUCANNON","1848","['Washington State', 'Tucannon']","CAYUSE INDIAN WAR","CAYUSE INDIANS","UNITED STATES",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tucapel1553","CHILE",-37.2923048,-71.9512186,"1041","TUCAPEL","1553","['Spanish', 'Chile', 'Chile', 'Spanish']","SPANISH CONQUEST OF CHILE","ARAUCANIANS","SPAIN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tucuman1812","ARGENTINA",-26.8328072,-65.2926342,"1042","TUCUMAN","1812","['Upper', 'Peru', 'Huaqui', 'Spanish']","ARGENTINE WAR OF INDEPENDENCE","ARGENTINE REBELS","SPAIN",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P561",NA,NA
"Tudela (1st)1808","SPAIN",42.0613816,-1.6063169,"1042","TUDELA (1ST)","1808","['Napoleonic', 'Bonapartes', 'Spain', 'Spanish', 'Lazans', 'Tudela', 'French']","NAPOLEONIC WAR","FRANCE","SPAIN",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P153",NA,NA
"Tudela (2nd)1808","SPAIN",42.0613816,-1.6063169,"1042","TUDELA (2ND)","1808","['Napoleonic', 'Spain', 'Spanish', 'Tudela', 'French']","NAPOLEONIC WARS","FRANCE","SPAIN",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P533",NA,NA
"Tug Argan1940","SOMALIA",9.9894083,44.7425553,"1042","TUG ARGAN","1940","['Northern Africa', 'Italy', 'British']","WORLD WAR II","ITALY","UNITED KINGDOM",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tugela Heights1900","SOUTH AFRICA",-28.7497953,29.8299112,"1042","TUGELA HEIGHTS","1900","['British', 'British', 'British']","2ND ANGLO-BOER WAR","UNITED KINGDOM","TRANSVAAL, ORANGE FREE STATE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tugela1838","SOUTH AFRICA",-28.9256637,29.1122952,"1042","TUGELA","1838","['Italeni', 'Zulus', 'Nongalaza']","BOER-ZULU WAR","ZULU KINGDOM","BOERS",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Tukaroi1575","INDIA",21.88344,87.2770576,"1042","TUKAROI","1575","['Gujarat', 'Ahmadabad', 'Afghan', 'Bengal', 'Delhi', 'Mughulmari']","MUGHAL CONQUEST OF NORTHERN INDIA","MUGHAL EMPIRE","BENGAL SULTANATE",NA,NA,4,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE","WARFARE IN PRE BRITISH INDIA, KAUSHIK ROY, 2015, P225; CLODFELTER, WARFARE AND ARMED CONFLICT, P26",NA,NA
"Tulagi (1st)1942","SOLOMON ISLANDS",-9.1015826,160.147069,"1043","TULAGI (1ST)","1942","['Japanese', 'Japanese', 'Americans']","WORLD WAR II","UNITED STATES","JAPAN",NA,NA,1,"SEA",NA,"NO",NA,"1",NA
"Tulagi (2nd)1942","SOLOMON ISLANDS",-9.1015826,160.147069,"1043","TULAGI (2ND)","1942","['American', 'Japanese']","WORLD WAR II","UNITED STATES","JAPAN",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P506",NA,NA
"Tulcan1862","ECUADOR",0.8150687,-77.7165925,"1043","TULCAN","1862","['Ecuador', 'Colombia', 'Tulcan', 'Colombian', 'Ecuador']","ECUADOR-COLOMBIA WAR","COLOMBIA","ECUADOR",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tumu1449","CHINA",40.3819792,115.6064552,"1043","TUMU","1449","['China']","MING IMPERIAL WARS","OIRAT MONGOLS","MING CHINA",NA,NA,5,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P200",NA,NA
"Tumusla1825","BOLIVIA",-19.5701776,-65.7544447,"1043","TUMUSLA","1825","['Colombian', 'Potosi at Tumusla']","BOLIVIAN WAR OF INDEPENDENCE","BOLIVIAN REBELS","SPAIN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tunis-238","TUNISIA",36.8064948,10.1815316,"1043","TUNIS","-238","['Carthaginian', 'Tunis']","TRUCELESS WAR","FORMER CARTHAGINIAN MERCENARIES","CARTHAGE",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Tunis-255","TUNISIA",36.8064948,10.1815316,"1043","TUNIS","-255","['Carthaginians', 'Roman', 'Adys', 'Carthage', 'Tunis', 'Carthaginians', 'Rome']","1ST PUNIC WAR","CARTHAGE","ROME",NA,NA,2,"LAND",NA,"NO","HUTCHINSON'S DICTIONARY OF ANCIENT AND MEDIEVAL WARFARE, ""TUNIS, BATTLE OF""",NA,NA
"Tunis1533","TUNISIA",36.8064948,10.1815316,"1043","TUNIS","1533","['Turkish', 'Turkish', 'Tunis']","TURKISH IMPERIAL WARS","OTTOMAN EMPIRE","TUNIS",NA,NA,2,"LAND AND SEA",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Tunis1535","TUNISIA",36.8064948,10.1815316,"1044","TUNIS","1535","['Turkish', 'Muslim', 'Christian', 'Doria', 'Eberstein', 'Tunis', 'Turkish', 'Christian', 'Algiers']","TURKISH HABSBURG WARS","HABSBURG EMPIRE","OTTOMAN EMPIRE",NA,NA,2,"LAND AND SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P24",NA,NA
"Tunisia1942","TUNISIA",33.886917,9.537499,"1044","TUNISIA","1942","[]","WORLD WAR II","UNITED STATES, UNITED KINGDOM","GERMANY, ITALY",NA,NA,4,"LAND","TUNIS43","NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P832; CHASSEAUD, PETER, MAPPING THE SECOND WORLD WAR, P83",NA,NA
"Tupambae1904","URUGUAY",-33.3824554,-54.3105089,"CLODFELTER, P381","TUPAMBAE","1904",NA,"2ND URUGUAYAN CIVIL WAR","COLORADOS","BLANCOS",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P381",NA,NA
"Tupelo1864","UNITED STATES",34.2556549,-88.7394096,"1044","TUPELO","1864","['American', 'Mississippi', 'Tupelo', 'Memphis']","AMERICAN CIVIL WAR","UNITED STATES","CONFEDERATE STATES OF AMERICA",NA,NA,2,"LAND",NA,"NO","HTTPS://WWW.BATTLEFIELDS.ORG/LEARN/CIVIL-WAR/BATTLES/TUPELO",NA,NA
"Tupium1869","ARGENTINA",-26.1852734,-54.3888612,"1044","TUPIUM","1869","[]","WAR OF THE TRIPLE ALLIANCE","BRAZIL","PARAGUAY",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Turabah1919","SAUDI ARABIA",21.2075957,41.62114,"1044","TURABAH","1919","['Saudi', 'Mecca', 'Riyadh', 'Ikhwan', 'Hashemite']","SAUDI-HASHEMITE WARS","SAUDIS","HASHEMITES",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P349",NA,NA
"Turbigo1859","ITALY",45.5329915,8.736665,"1044","TURBIGO","1859","['Italian', 'Austria', 'French', 'Ticino', 'Austrian', 'Magenta']","2ND ITALIAN WAR OF INDEPENDENCE","FRANCE","HABSBURG EMPIRE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Turckheim1675","FRANCE",48.08732,7.278087,"1044","TURCKHEIM","1675","['French', 'Enzheim', 'Brandenburg', 'Austrian', 'Colmar']","3RD DUTCH WAR","FRANCE","BRANDENBERG, AUSTRIA",NA,NA,3,"LAND",NA,"NO","THE FIELD AND THE FORGE: POPULATION, PRODUCTION AND POWER IN THE PRE INDUSTRIAL WEST, JOHN LANDERS, OXFORD 2003, P387",NA,NA
"Turia-75","SPAIN",40.3883499,-1.7198299,"1044","TURIA","-75","['Spain']","SERTORIAN WAR","ROME","QUINTUS SERTORIUS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Turin1640","ITALY",45.0703393,7.686864,"1045","TURIN","1640","['French', 'Turin', 'French', 'Spanish']","THIRTY YEARS WAR","FRANCE","SPAIN",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P385",NA,NA
"Turin1706","ITALY",45.0703393,7.686864,"1045","TURIN","1706","['Spanish', 'Turin', 'French', 'Italy']","WAR OF THE SPANISH SUCCESSION","HABSBURG EMPIRE","FRANCE",NA,NA,3,"LAND",NA,"NO","THE FIELD AND THE FORGE, LANDERS, P388",NA,NA
"Turin1799","ITALY",45.0703393,7.686864,"1045","TURIN","1799","['French', 'Milan', 'Russian']","FRENCH REVOLUTIONARY WARS (2ND COALITION)","RUSSIA","FRANCE",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P508",NA,NA
"Turin312","ITALY",45.0703393,7.686864,"1045","TURIN","312","['Italy', 'Maxentian']","ROMAN WARS OF SUCCESSION","EMPEROR CONSTANTINE","EMPEROR MAXENTIUS",NA,NA,3,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P259",NA,NA
"Turna Dag1515","TURKEY",38.0881764,35.1517797,"1045","TURNA DAG","1515","['Turko', 'Anatolia', 'Ottoman Sultan Selim', 'Persia', 'Persian', 'Cilicia', 'Sultan', 'Mamluks']","TURKO-PERSIAN WAR IN ANATOLIA","OTTOMAN EMPIRE","PRINCIPALITY OF DULGADIR",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Turnham Green1642","UNITED KINGDOM",51.4776124,-0.2251496,"1045","TURNHAM GREEN","1642","['British', 'London', 'London']","BRITISH CIVIL WARS","PARLIAMENTARIANS","ROYALISTS",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P388",NA,NA
"Turnhout1597","BELGIUM",51.3216509,4.9375578,"1045","TURNHOUT","1597","['Spanish', 'Holland', 'Antwerp', 'Spaniards', 'Dutch', 'Dutch']","NETHERLANDS WAR OF INDEPENDENCE","NETHERLANDS","SPAIN",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P18",NA,NA
"Turnhout1789","BELGIUM",51.3216509,4.9375578,"1045","TURNHOUT","1789","['Austria', 'Netherlands']","BRABANTINE REBELLION","BELGIAN BRABANT","AUSTRIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Turpan1877","CHINA",42.951303,89.189752,"1046","TURPAN","1877","['Khokand', 'Kashgari', 'China', 'Turpan', 'Turpan', 'China', 'the Province of Xinjiang']","XINJIANG REBELLION","QING CHINA","KHANATE OF KASHGARI",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Turret Butte1873","UNITED STATES",34.093597,-112.0483605,"1046","TURRET BUTTE","1873","['Indian', 'Arizona', 'Indian']","APACHE INDIAN WAR","UNITED STATES","APACHE INDIANS",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P268","1",1
"Turtukai (1st)1773","BULGARIA",44.0386035,26.61951,"1046","TURTUKAI (1ST)","1773","['Russians', 'Turks']","CATHERINE THE GREAT'S 1ST TURKISH WAR","RUSSIA","OTTOMAN EMPIRE",NA,NA,NA,"LAND AND SEA",NA,"NO",NA,NA,NA
"Turtukai (2nd)1773","BULGARIA",44.0386035,26.61951,"1046","TURTUKAI (2ND)","1773","['Turkish', 'Silistria']","CATHERINE THE GREAT'S 1ST TURKISH WAR","RUSSIA","OTTOMAN EMPIRE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Turtukai1774","BULGARIA",44.0386035,26.61951,"1046","TURTUKAI","1774","['Russian', 'Turks', 'Silistria', 'Turkish']","CATHERINE THE GREAT'S 1ST TURKISH WAR","RUSSIA","OTTOMAN EMPIRE",NA,NA,2,"LAND",NA,"NO",NA,NA,NA
"Tutrakan1916","BULGARIA",44.0386035,26.61951,"1046","TUTRAKAN","1916","['German', 'garian-Turkish']","WORLD WAR I","GERMANY, BULGARIA, TURKEY","ROMANIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tuttlingen1643","GERMANY",47.9823316,8.8192096,"1046","TUTTLINGEN","1643","['Swabia', 'Germans', 'Alsace']","THIRTY YEARS WAR","HABSBURG EMPIRE","WEIMAR",NA,NA,3,"LAND",NA,"NO","THE FIELD AND THE FORGE: POPULATION, PRODUCTION AND POWER IN THE PRE INDUSTRIAL WEST, JOHN LANDES, OXFORD 2003, P 386",NA,NA
"Tuy Hoa1966","VIETNAM",13.083042,109.293898,"1047","TUY HOA","1966","['American', 'South Vietnamese', 'Korean', 'North Vietnamese']","VIETNAM WAR","UNITED STATES, SOUTH KOREA, SOUTH VIETNAM","NORTH VIETNAM, VIET CONG",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P675",NA,NA
